user_id,segment,total_value,number_of_bookings,average_booking_value
510946,Exclusive Discounts,5973.389999999999,3,1991.1299999999999
580578,Exclusive Discounts,4736.849999999999,4,1184.2124999999999
531431,Exclusive Discounts,15380.900000000001,6,2563.4833333333336
678888,Exclusive Discounts,4052.29,2,2026.145
570346,Exclusive Discounts,7417.56,5,1483.5120000000002
609262,Exclusive Discounts,6861.050000000001,4,1715.2625000000003
562161,Exclusive Discounts,6869.96,2,3434.98
527346,Exclusive Discounts,7636.68,3,2545.56
537595,Exclusive Discounts,4162.27,4,1040.5675
494590,Exclusive Discounts,5776.67,5,1155.334
541699,Exclusive Discounts,7855.92,6,1309.32
474120,Exclusive Discounts,9515.55,5,1903.11
531467,Exclusive Discounts,6533.0,5,1306.6
533518,Exclusive Discounts,7760.15,3,2586.7166666666667
597010,Exclusive Discounts,5401.0,4,1350.25
525332,Exclusive Discounts,6852.36,5,1370.472
551963,Exclusive Discounts,4567.05,4,1141.7625
517150,Exclusive Discounts,4355.73,6,725.9549999999999
617506,Exclusive Discounts,7836.4800000000005,2,3918.2400000000002
533542,Exclusive Discounts,5107.55,5,1021.51
656422,Exclusive Discounts,6448.400000000001,4,1612.1000000000001
566336,Exclusive Discounts,9458.150000000001,6,1576.3583333333336
560195,Exclusive Discounts,5844.46,6,974.0766666666667
582723,Exclusive Discounts,6072.349999999999,4,1518.0874999999999
556111,Exclusive Discounts,5632.0599999999995,3,1877.3533333333332
488529,Exclusive Discounts,4601.530000000001,3,1533.8433333333335
519254,Exclusive Discounts,5565.360000000001,7,795.0514285714287
568416,Exclusive Discounts,4874.46,2,2437.23
576612,Exclusive Discounts,7465.0199999999995,5,1493.004
531557,Exclusive Discounts,4416.39,6,736.065
316527,Exclusive Discounts,4043.6,4,1010.9
515182,Exclusive Discounts,4225.8099999999995,6,704.3016666666666
504945,Exclusive Discounts,4852.1900000000005,5,970.4380000000001
531568,Exclusive Discounts,4865.92,5,973.184
547951,Exclusive Discounts,4513.6,4,1128.4
560245,Exclusive Discounts,14488.11,3,4829.37
558202,Exclusive Discounts,5788.3099999999995,3,1929.4366666666665
515200,Exclusive Discounts,4778.280000000001,2,2389.1400000000003
550017,Exclusive Discounts,8292.15,5,1658.4299999999998
586887,Exclusive Discounts,4702.53,5,940.506
537748,Exclusive Discounts,5927.62,6,987.9366666666666
535701,Exclusive Discounts,4340.48,1,4340.48
511126,Exclusive Discounts,4816.8,5,963.36
515229,Exclusive Discounts,5892.25,5,1178.45
566432,Exclusive Discounts,5681.09,4,1420.2725
515243,Exclusive Discounts,7484.29,4,1871.0725
558251,Exclusive Discounts,5184.3,3,1728.1000000000001
584875,Exclusive Discounts,4393.15,3,1464.3833333333332
582833,Exclusive Discounts,4016.0,2,2008.0
556214,Exclusive Discounts,4991.799999999999,2,2495.8999999999996
566455,Exclusive Discounts,4621.4400000000005,4,1155.3600000000001
509115,Exclusive Discounts,7777.96,8,972.245
558270,Exclusive Discounts,5087.900000000001,4,1271.9750000000001
558277,Exclusive Discounts,6456.379999999999,5,1291.2759999999998
636102,Exclusive Discounts,4889.18,5,977.836
564430,Exclusive Discounts,7876.739999999999,6,1312.7899999999997
513236,Exclusive Discounts,11259.18,8,1407.3975
521434,Exclusive Discounts,4786.55,4,1196.6375
558300,Exclusive Discounts,4142.44,3,1380.8133333333333
543968,Exclusive Discounts,5036.78,6,839.4633333333333
541921,Exclusive Discounts,5415.99,2,2707.995
388328,Exclusive Discounts,6817.51,6,1136.2516666666668
535791,Exclusive Discounts,4308.9,2,2154.45
560367,Exclusive Discounts,5869.5,5,1173.9
560374,Exclusive Discounts,13520.48,5,2704.096
562428,Exclusive Discounts,5029.88,3,1676.6266666666668
443652,Exclusive Discounts,7503.009999999999,6,1250.5016666666666
695557,Exclusive Discounts,4619.89,4,1154.9725
523526,Exclusive Discounts,7524.24,1,7524.24
539912,Exclusive Discounts,4510.97,5,902.1940000000001
548109,Exclusive Discounts,5476.94,5,1095.388
529678,Exclusive Discounts,5534.04,3,1844.68
486671,Exclusive Discounts,7810.38,5,1562.076
474384,Exclusive Discounts,4116.280000000001,5,823.2560000000001
541967,Exclusive Discounts,5786.79,4,1446.6975
361759,Exclusive Discounts,6875.620000000001,5,1375.1240000000003
529695,Exclusive Discounts,5891.6,5,1178.3200000000002
531771,Exclusive Discounts,8545.92,3,2848.64
570683,Exclusive Discounts,5780.51,4,1445.1275
515398,Exclusive Discounts,5271.969999999999,4,1317.9924999999998
529734,Exclusive Discounts,5177.94,5,1035.588
535878,Exclusive Discounts,4451.870000000001,4,1112.9675000000002
290123,Exclusive Discounts,13080.26,8,1635.0325
546131,Exclusive Discounts,8085.6,4,2021.4
570713,Exclusive Discounts,7744.18,2,3872.09
486751,Exclusive Discounts,10008.65,5,2001.73
281952,Exclusive Discounts,4448.54,5,889.708
474464,Exclusive Discounts,8041.36,4,2010.34
357737,Exclusive Discounts,4542.12,8,567.765
464239,Exclusive Discounts,4018.54,5,803.708
644467,Exclusive Discounts,5018.0599999999995,3,1672.6866666666665
525684,Exclusive Discounts,5997.46,4,1499.365
564596,Exclusive Discounts,8864.439999999999,4,2216.1099999999997
478585,Exclusive Discounts,4567.09,6,761.1816666666667
552313,Exclusive Discounts,8557.47,6,1426.245
564606,Exclusive Discounts,7730.320000000001,3,2576.7733333333335
513408,Exclusive Discounts,13078.43,2,6539.215
617878,Exclusive Discounts,5220.6,6,870.1
552345,Exclusive Discounts,5495.38,3,1831.7933333333333
511397,Exclusive Discounts,4538.05,5,907.61
486823,Exclusive Discounts,9256.710000000001,4,2314.1775000000002
517549,Exclusive Discounts,4775.33,6,795.8883333333333
552366,Exclusive Discounts,18001.29,4,4500.3225
474546,Exclusive Discounts,5425.62,5,1085.124
468409,Exclusive Discounts,7302.46,6,1217.0766666666666
413128,Exclusive Discounts,6510.86,6,1085.1433333333332
570829,Exclusive Discounts,4954.780000000001,3,1651.5933333333335
435669,Exclusive Discounts,5798.5,3,1932.8333333333333
488918,Exclusive Discounts,6897.639999999999,7,985.3771428571428
523735,Exclusive Discounts,8944.470000000001,4,2236.1175000000003
531926,Exclusive Discounts,5259.35,2,2629.675
538074,Exclusive Discounts,4161.86,5,832.372
581086,Exclusive Discounts,7074.26,1,7074.26
593385,Exclusive Discounts,7617.4400000000005,4,1904.3600000000001
663017,Exclusive Discounts,5913.58,4,1478.395
515565,Exclusive Discounts,5308.28,4,1327.07
427506,Exclusive Discounts,9136.89,4,2284.2225
431602,Exclusive Discounts,8267.82,5,1653.5639999999999
613874,Exclusive Discounts,4216.51,4,1054.1275
476665,Exclusive Discounts,13458.630000000001,8,1682.3287500000001
544254,Exclusive Discounts,9746.85,4,2436.7125
542208,Exclusive Discounts,4277.79,5,855.558
564736,Exclusive Discounts,5531.14,5,1106.228
400899,Exclusive Discounts,4143.73,5,828.7459999999999
531989,Exclusive Discounts,6462.219999999999,3,2154.0733333333333
536086,Exclusive Discounts,4874.28,3,1624.76
542230,Exclusive Discounts,4685.94,1,4685.94
656920,Exclusive Discounts,4789.17,3,1596.39
509467,Exclusive Discounts,7208.81,2,3604.405
517674,Exclusive Discounts,9145.11,3,3048.3700000000003
415282,Exclusive Discounts,8826.75,4,2206.6875
529972,Exclusive Discounts,4115.16,3,1371.72
511542,Exclusive Discounts,6680.34,3,2226.78
515639,Exclusive Discounts,7396.9,7,1056.7
509498,Exclusive Discounts,4593.0599999999995,2,2296.5299999999997
572992,Exclusive Discounts,9551.51,4,2387.8775
374341,Exclusive Discounts,9487.6,4,2371.9
624198,Exclusive Discounts,4071.3199999999997,3,1357.1066666666666
511560,Exclusive Discounts,4051.87,4,1012.9675
601673,Exclusive Discounts,4958.85,5,991.7700000000001
575051,Exclusive Discounts,4337.88,4,1084.47
556622,Exclusive Discounts,6195.65,4,1548.9125
575055,Exclusive Discounts,8895.28,4,2223.82
573011,Exclusive Discounts,7057.4,4,1764.35
523860,Exclusive Discounts,4998.389999999999,3,1666.1299999999999
521814,Exclusive Discounts,4818.57,6,803.0949999999999
552535,Exclusive Discounts,7706.91,4,1926.7275
509530,Exclusive Discounts,5872.58,6,978.7633333333333
511578,Exclusive Discounts,4469.04,5,893.808
534105,Exclusive Discounts,4180.1,6,696.6833333333334
560733,Exclusive Discounts,4945.13,4,1236.2825
566875,Exclusive Discounts,4296.29,5,859.258
525920,Exclusive Discounts,5371.08,5,1074.216
566881,Exclusive Discounts,4896.610000000001,5,979.3220000000001
599649,Exclusive Discounts,9971.740000000002,4,2492.9350000000004
724581,Exclusive Discounts,6947.41,5,1389.482
513638,Exclusive Discounts,7204.52,4,1801.13
618088,Exclusive Discounts,13144.55,4,3286.1375
632425,Exclusive Discounts,4472.6,2,2236.3
642679,Exclusive Discounts,4516.84,5,903.368
480895,Exclusive Discounts,14420.67,4,3605.1675
347778,Exclusive Discounts,17387.97,9,1931.996666666667
489096,Exclusive Discounts,7596.57,5,1519.3139999999999
540302,Exclusive Discounts,4960.66,5,992.132
517776,Exclusive Discounts,4743.09,3,1581.03
562832,Exclusive Discounts,6594.0199999999995,5,1318.8039999999999
669329,Exclusive Discounts,4837.86,2,2418.93
552597,Exclusive Discounts,7042.380000000001,3,2347.4600000000005
532119,Exclusive Discounts,8763.78,6,1460.63
448154,Exclusive Discounts,9891.18,4,2472.795
521884,Exclusive Discounts,5329.3099999999995,2,2664.6549999999997
528028,Exclusive Discounts,4679.44,4,1169.86
560803,Exclusive Discounts,7885.320000000001,5,1577.064
499366,Exclusive Discounts,9579.699999999999,5,1915.9399999999998
538279,Exclusive Discounts,8360.84,3,2786.9466666666667
595626,Exclusive Discounts,4621.66,4,1155.415
550572,Exclusive Discounts,7045.5599999999995,3,2348.52
499375,Exclusive Discounts,5051.03,6,841.8383333333333
249521,Exclusive Discounts,7382.66,5,1476.532
536241,Exclusive Discounts,6552.39,2,3276.195
519859,Exclusive Discounts,6194.48,5,1238.896
562869,Exclusive Discounts,4354.88,4,1088.72
511677,Exclusive Discounts,5133.370000000001,4,1283.3425000000002
528061,Exclusive Discounts,8200.16,3,2733.3866666666668
640715,Exclusive Discounts,4736.87,4,1184.2175
538319,Exclusive Discounts,5159.12,3,1719.7066666666667
519893,Exclusive Discounts,7251.74,4,1812.935
536278,Exclusive Discounts,6695.02,3,2231.6733333333336
548568,Exclusive Discounts,5660.79,4,1415.1975
515802,Exclusive Discounts,4849.8,5,969.96
659161,Exclusive Discounts,9903.08,5,1980.616
591582,Exclusive Discounts,5056.74,4,1264.185
605945,Exclusive Discounts,4194.4400000000005,4,1048.6100000000001
513787,Exclusive Discounts,8693.78,5,1738.756
532233,Exclusive Discounts,12878.449999999999,4,3219.6124999999997
530188,Exclusive Discounts,5282.46,4,1320.615
505617,Exclusive Discounts,4367.29,3,1455.7633333333333
646933,Exclusive Discounts,14316.83,2,7158.415
526102,Exclusive Discounts,5482.0,5,1096.4
534295,Exclusive Discounts,14229.25,3,4743.083333333333
536343,Exclusive Discounts,6089.88,2,3044.94
583446,Exclusive Discounts,6903.68,4,1725.92
646937,Exclusive Discounts,7436.32,3,2478.773333333333
546587,Exclusive Discounts,4065.7400000000002,4,1016.4350000000001
454430,Exclusive Discounts,8260.11,5,1652.0220000000002
581409,Exclusive Discounts,5708.19,3,1902.7299999999998
548653,Exclusive Discounts,8589.58,5,1717.916
511800,Exclusive Discounts,10106.77,7,1443.8242857142857
511803,Exclusive Discounts,7451.5,4,1862.875
583486,Exclusive Discounts,5899.32,4,1474.83
526144,Exclusive Discounts,4221.3,5,844.26
509763,Exclusive Discounts,4566.95,6,761.1583333333333
575299,Exclusive Discounts,4854.05,3,1618.0166666666667
583499,Exclusive Discounts,6123.28,3,2041.0933333333332
579404,Exclusive Discounts,4920.4400000000005,4,1230.1100000000001
534351,Exclusive Discounts,4379.41,7,625.63
560978,Exclusive Discounts,9517.88,2,4758.94
524120,Exclusive Discounts,5138.44,4,1284.61
585585,Exclusive Discounts,10232.57,7,1461.7957142857142
624497,Exclusive Discounts,5272.84,3,1757.6133333333335
563059,Exclusive Discounts,6293.83,5,1258.766
507773,Exclusive Discounts,4196.71,4,1049.1775
524169,Exclusive Discounts,4225.07,3,1408.3566666666666
417679,Exclusive Discounts,6654.28,7,950.6114285714285
524180,Exclusive Discounts,7214.53,5,1442.906
569239,Exclusive Discounts,7995.39,3,2665.13
526235,Exclusive Discounts,5048.29,2,2524.145
544680,Exclusive Discounts,4144.09,4,1036.0225
505771,Exclusive Discounts,4017.3500000000004,5,803.47
438189,Exclusive Discounts,4443.24,7,634.7485714285714
526256,Exclusive Discounts,5984.280000000001,6,997.3800000000001
575419,Exclusive Discounts,4875.35,5,975.07
542657,Exclusive Discounts,5372.01,4,1343.0025
573378,Exclusive Discounts,5271.66,5,1054.3319999999999
573379,Exclusive Discounts,12823.519999999999,5,2564.7039999999997
540614,Exclusive Discounts,8112.94,4,2028.235
542670,Exclusive Discounts,8204.44,3,2734.8133333333335
229330,Exclusive Discounts,4917.49,5,983.4979999999999
626645,Exclusive Discounts,7652.18,3,2550.726666666667
567256,Exclusive Discounts,8313.87,5,1662.7740000000001
516057,Exclusive Discounts,7139.68,4,1784.92
720860,Exclusive Discounts,5682.54,4,1420.635
518121,Exclusive Discounts,4131.22,3,1377.0733333333335
425966,Exclusive Discounts,7989.55,3,2663.1833333333334
540654,Exclusive Discounts,4327.42,4,1081.855
540656,Exclusive Discounts,6877.379999999999,6,1146.2299999999998
552944,Exclusive Discounts,7362.040000000001,3,2454.013333333334
522233,Exclusive Discounts,4982.87,5,996.574
565251,Free Hotel Night,2116.02,3,705.34
458762,Free Hotel Night,2020.9199999999998,6,336.82
663565,Free Hotel Night,3700.61,4,925.1525
565265,Free Hotel Night,2645.25,5,529.05
516118,Free Hotel Night,1216.87,2,608.435
540698,Free Hotel Night,1511.71,3,503.90333333333336
581666,Free Hotel Night,2476.43,3,825.4766666666666
524328,Free Hotel Night,1781.84,2,890.92
565294,Free Hotel Night,1914.6699999999998,5,382.93399999999997
573493,Free Hotel Night,1277.33,3,425.77666666666664
598069,Free Hotel Night,874.3,3,291.43333333333334
450615,Free Hotel Night,2220.3199999999997,5,444.06399999999996
458814,Free Hotel Night,2270.8199999999997,5,454.16399999999993
557118,Free Hotel Night,2140.52,5,428.104
434238,Free Hotel Night,854.88,3,284.96
499780,Free Hotel Night,426.08,1,426.08
811077,Free Hotel Night,721.79,1,721.79
557134,Free Hotel Night,2157.91,5,431.582
516176,Free Hotel Night,1140.4099999999999,4,285.10249999999996
516177,Free Hotel Night,1627.8200000000002,3,542.6066666666667
606290,Free Hotel Night,2816.51,4,704.1275
532568,Free Hotel Night,804.62,3,268.20666666666665
581721,Free Hotel Night,3143.99,5,628.798
499810,Free Hotel Night,3652.87,4,913.2175
548967,Free Hotel Night,3090.41,6,515.0683333333333
458855,Free Hotel Night,2530.63,3,843.5433333333334
548978,Free Hotel Night,1748.29,4,437.0725
565365,Free Hotel Night,475.44,1,475.44
524407,Free Hotel Night,1826.6999999999998,3,608.9
516216,Free Hotel Night,1956.49,4,489.1225
548988,Free Hotel Night,1663.01,4,415.7525
573564,Free Hotel Night,1528.63,5,305.726
606333,Free Hotel Night,811.48,4,202.87
532607,Free Hotel Night,1668.68,4,417.17
548990,Free Hotel Night,804.46,2,402.23
565377,Free Hotel Night,2022.42,4,505.605
524412,Free Hotel Night,3501.66,5,700.332
524419,Free Hotel Night,929.1200000000001,2,464.56000000000006
499847,Free Hotel Night,2089.56,3,696.52
704652,Free Hotel Night,2145.59,3,715.1966666666667
573584,Free Hotel Night,291.85,1,291.85
540819,Free Hotel Night,2245.85,4,561.4625
516246,Free Hotel Night,2286.5,4,571.625
483480,Free Hotel Night,1810.72,6,301.7866666666667
589977,Free Hotel Night,1377.72,4,344.43
606362,Free Hotel Night,891.33,1,891.33
696475,Free Hotel Night,1159.4299999999998,4,289.85749999999996
532650,Free Hotel Night,1855.41,5,371.082
573621,Free Hotel Night,1891.31,4,472.8275
491706,Free Hotel Night,1996.93,3,665.6433333333333
639168,Free Hotel Night,1470.1,2,735.05
516290,Free Hotel Night,2166.81,3,722.27
483525,Free Hotel Night,2931.59,2,1465.795
516296,Free Hotel Night,671.52,2,335.76
581835,Free Hotel Night,3720.1899999999996,5,744.0379999999999
508111,Free Hotel Night,1111.7,1,1111.7
590040,Free Hotel Night,2069.54,6,344.92333333333335
598233,Free Hotel Night,3406.33,4,851.5825
565467,Free Hotel Night,966.04,3,322.0133333333333
622813,Free Hotel Night,2385.9,4,596.475
524511,Free Hotel Night,1819.55,3,606.5166666666667
557282,Free Hotel Night,1220.3400000000001,2,610.1700000000001
573670,Free Hotel Night,2838.76,6,473.1266666666667
671975,Free Hotel Night,1615.69,3,538.5633333333334
508144,Free Hotel Night,1807.28,3,602.4266666666666
532725,Free Hotel Night,1164.5,1,1164.5
532730,Free Hotel Night,592.0799999999999,2,296.03999999999996
549116,Free Hotel Night,1896.7400000000002,3,632.2466666666668
590077,Free Hotel Night,2294.75,3,764.9166666666666
491772,Free Hotel Night,3960.73,5,792.146
516351,Free Hotel Night,1197.54,3,399.18
549121,Free Hotel Night,817.99,2,408.995
598276,Free Hotel Night,701.46,2,350.73
532742,Free Hotel Night,1642.13,3,547.3766666666667
565510,Free Hotel Night,1449.93,3,483.31
573704,Free Hotel Night,3016.83,5,603.366
565514,Free Hotel Night,2510.1,4,627.525
590095,Free Hotel Night,544.28,1,544.28
516375,Free Hotel Night,2693.26,5,538.652
573720,Free Hotel Night,2278.06,3,759.3533333333334
524572,Free Hotel Night,1373.35,3,457.7833333333333
549152,Free Hotel Night,1976.94,4,494.235
598306,Free Hotel Night,3480.47,2,1740.235
540974,Free Hotel Night,430.72,2,215.36
565565,Free Hotel Night,988.18,4,247.045
516418,Free Hotel Night,2695.36,3,898.4533333333334
565573,Free Hotel Night,3265.17,6,544.195
524615,Free Hotel Night,915.13,3,305.04333333333335
532810,Free Hotel Night,3526.22,3,1175.4066666666665
475467,Free Hotel Night,1737.77,3,579.2566666666667
524620,Free Hotel Night,1761.5900000000001,3,587.1966666666667
565582,Free Hotel Night,1740.94,2,870.47
508240,Free Hotel Night,709.75,3,236.58333333333334
590163,Free Hotel Night,2324.6,4,581.15
524628,Free Hotel Night,1557.56,3,519.1866666666666
614748,Free Hotel Night,3026.27,3,1008.7566666666667
524637,Free Hotel Night,1486.13,3,495.3766666666667
524644,Free Hotel Night,2113.6800000000003,3,704.5600000000001
704870,Free Hotel Night,1833.79,3,611.2633333333333
500078,Free Hotel Night,703.6400000000001,3,234.5466666666667
541041,Free Hotel Night,454.73,1,454.73
524663,Free Hotel Night,807.34,1,807.34
590202,Free Hotel Night,3583.84,4,895.96
524668,Free Hotel Night,1883.1399999999999,5,376.628
532863,Free Hotel Night,1567.06,4,391.765
532866,Free Hotel Night,3997.86,4,999.465
631174,Free Hotel Night,2483.87,2,1241.935
467339,Free Hotel Night,1168.8,4,292.2
590227,Free Hotel Night,2070.6,2,1035.3
590230,Free Hotel Night,1906.3499999999997,3,635.4499999999999
491930,Free Hotel Night,2665.5699999999997,4,666.3924999999999
516507,Free Hotel Night,1944.4699999999998,2,972.2349999999999
541084,Free Hotel Night,1445.1399999999999,5,289.02799999999996
549281,Free Hotel Night,2989.55,5,597.9100000000001
557476,Free Hotel Night,2114.52,3,704.84
516516,Free Hotel Night,1234.34,1,1234.34
606635,Free Hotel Night,1287.91,2,643.955
549292,Free Hotel Night,3706.99,3,1235.6633333333332
516528,Free Hotel Night,2367.71,3,789.2366666666667
549303,Free Hotel Night,2392.38,3,797.46
606648,Free Hotel Night,3744.63,4,936.1575
541112,Free Hotel Night,1740.02,4,435.005
442812,Free Hotel Night,392.77,3,130.92333333333332
434623,Free Hotel Night,3466.35,5,693.27
516543,Free Hotel Night,1776.24,1,1776.24
623043,Free Hotel Night,3687.06,4,921.765
565718,Free Hotel Night,1330.6399999999999,4,332.65999999999997
688600,Free Hotel Night,2326.08,2,1163.04
541150,Free Hotel Night,1101.3899999999999,3,367.12999999999994
516578,Free Hotel Night,3181.1,4,795.275
573922,Free Hotel Night,1415.79,2,707.895
500196,Free Hotel Night,2540.29,2,1270.145
680424,Free Hotel Night,803.64,3,267.88
573931,Free Hotel Night,3638.9400000000005,3,1212.9800000000002
549357,Free Hotel Night,767.1299999999999,2,383.56499999999994
549359,Free Hotel Night,2207.3199999999997,3,735.7733333333332
541168,Free Hotel Night,2631.98,6,438.66333333333336
516593,Free Hotel Night,1737.3600000000001,3,579.12
516594,Free Hotel Night,2448.1,4,612.025
573939,Free Hotel Night,1587.72,4,396.93
549361,Free Hotel Night,2070.84,4,517.71
623087,Free Hotel Night,1976.13,3,658.71
549367,Free Hotel Night,2604.59,4,651.1475
541176,Free Hotel Night,1281.27,3,427.09
557562,Free Hotel Night,1878.1100000000001,5,375.622
573946,Free Hotel Night,1080.35,2,540.175
532989,Free Hotel Night,3402.8,5,680.5600000000001
565764,Free Hotel Night,331.96,1,331.96
516614,Free Hotel Night,2283.34,4,570.835
516616,Free Hotel Night,3519.69,6,586.615
614933,Free Hotel Night,1359.51,2,679.755
631319,Free Hotel Night,1253.91,2,626.955
418329,Free Hotel Night,896.04,4,224.01
565791,Free Hotel Night,1381.35,3,460.45
516639,Free Hotel Night,2419.0,5,483.8
573988,Free Hotel Night,1334.38,3,444.79333333333335
516647,Free Hotel Night,1745.19,4,436.2975
541224,Free Hotel Night,1587.37,2,793.685
524849,Free Hotel Night,1568.8400000000001,3,522.9466666666667
524861,Free Hotel Night,2264.41,4,566.1025
598590,Free Hotel Night,1997.6299999999999,5,399.52599999999995
500288,Free Hotel Night,2822.79,1,2822.79
590400,Free Hotel Night,1323.8700000000001,4,330.96750000000003
639554,Free Hotel Night,1366.69,2,683.345
541249,Free Hotel Night,2085.58,3,695.1933333333333
590404,Free Hotel Night,3586.7,4,896.675
377411,Free Hotel Night,3073.6099999999997,3,1024.5366666666666
557643,Free Hotel Night,1674.19,3,558.0633333333334
565841,Free Hotel Night,1121.44,3,373.81333333333333
582227,Free Hotel Night,2357.7799999999997,4,589.4449999999999
483928,Free Hotel Night,3661.95,6,610.3249999999999
721496,Free Hotel Night,336.15999999999997,2,168.07999999999998
615006,Free Hotel Night,741.73,1,741.73
524895,Free Hotel Night,1304.3899999999999,3,434.7966666666666
516704,Free Hotel Night,1992.28,4,498.07
541282,Free Hotel Night,1982.3200000000002,2,991.1600000000001
590434,Free Hotel Night,2168.3,3,722.7666666666668
557672,Free Hotel Night,2313.6,3,771.1999999999999
541289,Free Hotel Night,2696.5200000000004,4,674.1300000000001
549482,Free Hotel Night,2832.42,5,566.484
590442,Free Hotel Night,1613.9,4,403.475
524909,Free Hotel Night,1269.0900000000001,3,423.03000000000003
582254,Free Hotel Night,1598.24,4,399.56
574071,Free Hotel Night,1858.58,4,464.645
557692,Free Hotel Night,2928.75,3,976.25
516732,Free Hotel Night,1005.4300000000001,3,335.1433333333334
516739,Free Hotel Night,1046.48,2,523.24
533129,Free Hotel Night,1864.21,5,372.842
606862,Free Hotel Night,1103.6999999999998,2,551.8499999999999
541326,Free Hotel Night,664.51,2,332.255
483982,Free Hotel Night,1491.7,3,497.23333333333335
565902,Free Hotel Night,504.28999999999996,2,252.14499999999998
385689,Free Hotel Night,2973.87,5,594.774
598687,Free Hotel Night,1384.68,3,461.56
598692,Free Hotel Night,892.1,2,446.05
598691,Free Hotel Night,383.94,2,191.97
541352,Free Hotel Night,828.8,2,414.4
582320,Free Hotel Night,997.76,2,498.88
492211,Free Hotel Night,296.85,1,296.85
524980,Free Hotel Night,1599.6399999999999,3,533.2133333333333
631477,Free Hotel Night,735.17,1,735.17
582326,Free Hotel Night,1607.81,4,401.9525
574134,Free Hotel Night,841.3299999999999,2,420.66499999999996
418488,Free Hotel Night,2215.6,5,443.12
565949,Free Hotel Night,2175.46,4,543.865
549572,Free Hotel Night,3103.62,4,775.905
574150,Free Hotel Night,2594.53,3,864.8433333333334
516806,Free Hotel Night,3851.84,6,641.9733333333334
516808,Free Hotel Night,3397.32,3,1132.44
541382,Free Hotel Night,2162.5299999999997,5,432.506
549580,Free Hotel Night,3964.5,6,660.75
541389,Free Hotel Night,2458.02,5,491.604
549584,Free Hotel Night,3693.9700000000003,2,1846.9850000000001
516827,Free Hotel Night,1931.3799999999999,6,321.89666666666665
533211,Free Hotel Night,2211.31,4,552.8275
459486,Free Hotel Night,1689.37,3,563.1233333333333
516833,Free Hotel Night,1988.05,3,662.6833333333333
557794,Free Hotel Night,2135.92,4,533.98
533222,Free Hotel Night,1849.54,3,616.5133333333333
516841,Free Hotel Night,1236.44,1,1236.44
525034,Free Hotel Night,893.0,2,446.5
697072,Free Hotel Night,2874.49,4,718.6225
557815,Free Hotel Night,2626.23,4,656.5575
566008,Free Hotel Night,2408.17,5,481.634
549631,Free Hotel Night,2442.65,4,610.6625
508693,Free Hotel Night,3679.56,4,919.89
607017,Free Hotel Night,1063.3799999999999,4,265.84499999999997
566061,Free Hotel Night,1571.0,3,523.6666666666666
525102,Free Hotel Night,2395.0,5,479.0
525106,Free Hotel Night,356.54,1,356.54
557875,Free Hotel Night,1238.84,2,619.42
607028,Free Hotel Night,2962.1,4,740.525
557879,Free Hotel Night,1539.52,1,1539.52
508731,Free Hotel Night,1477.1399999999999,4,369.28499999999997
557887,Free Hotel Night,1209.1,3,403.0333333333333
541505,Free Hotel Night,1271.74,3,423.91333333333336
541516,Free Hotel Night,1321.32,3,440.44
549710,Free Hotel Night,2899.58,5,579.9159999999999
549714,Free Hotel Night,1850.6599999999999,2,925.3299999999999
492371,Free Hotel Night,1579.0700000000002,3,526.3566666666667
713557,Free Hotel Night,2070.0699999999997,2,1035.0349999999999
557921,Free Hotel Night,1859.29,4,464.8225
615266,Free Hotel Night,3140.75,6,523.4583333333334
541540,Free Hotel Night,2789.13,4,697.2825
516972,Free Hotel Night,1178.06,2,589.03
557932,Free Hotel Night,1962.05,4,490.5125
459645,Free Hotel Night,2019.87,2,1009.935
598911,Free Hotel Night,2768.59,6,461.4316666666667
533378,Free Hotel Night,1540.23,3,513.41
557957,Free Hotel Night,1653.85,2,826.925
689037,Free Hotel Night,1814.6100000000001,3,604.87
533396,Free Hotel Night,2847.86,5,569.572
590744,Free Hotel Night,705.25,1,705.25
484249,Free Hotel Night,2323.36,4,580.84
533402,Free Hotel Night,798.39,3,266.13
525212,Free Hotel Night,1455.29,3,485.09666666666664
533404,Free Hotel Night,3846.14,4,961.535
566174,Free Hotel Night,1323.08,3,441.02666666666664
598945,Free Hotel Night,877.04,1,877.04
557986,Free Hotel Night,1109.9,2,554.95
549797,Free Hotel Night,1184.0800000000002,5,236.81600000000003
443305,Free Hotel Night,446.2,2,223.1
541612,Free Hotel Night,3373.53,5,674.706
508848,Free Hotel Night,600.53,2,300.265
476081,Free Hotel Night,1295.72,5,259.144
566196,Free Hotel Night,1191.8,3,397.26666666666665
582577,Free Hotel Night,1661.8799999999999,3,553.9599999999999
607152,Free Hotel Night,3043.7799999999997,5,608.756
558018,Free Hotel Night,1216.26,2,608.13
558019,Free Hotel Night,984.73,2,492.365
517061,Free Hotel Night,3417.25,6,569.5416666666666
525265,Free Hotel Night,2432.6499999999996,3,810.8833333333332
517076,Free Hotel Night,1745.11,5,349.022
656346,Free Hotel Night,1031.13,2,515.565
508892,Free Hotel Night,2096.91,3,698.9699999999999
574440,Free Hotel Night,1666.25,2,833.125
541672,Free Hotel Night,3978.7,4,994.675
631787,Free Hotel Night,2888.37,4,722.0925
590829,Free Hotel Night,1043.01,3,347.67
517105,Free Hotel Night,1810.92,4,452.73
533490,Free Hotel Night,1425.9299999999998,4,356.48249999999996
353271,Free Hotel Night,3733.59,2,1866.795
533497,Free Hotel Night,2465.8199999999997,5,493.16399999999993
